jammer,jsr_db,seed,target_position,algorithm,role,true_target_idx_for_evaluation_only,estimated_target_idx,estimation_error_for_evaluation_only,estimator_confidence,fallback,fit_status,condition_number,regularization,diagnostics_json,oracle_input_status,forbidden_keys_present,interface_status,runtime_ms,memory_usage_bytes,exception_type,exception_message,target_only_response_change_db,target_only_response_change_is_finite,target_preservation_status,target_only_reference_peak_index,delta_sinr_db,detected_before,detected_after,peak_error_before,peak_error_after,false_peak_count_before,false_peak_count_after,target_window_peak_change_db
NoiseProductJamming,0.0,6002,1500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,1500,1499,1,0.5434014857911962,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.693402850626144, 4.286001536358431, 4.227052187296701, 4.198325766345468, 4.125071201309633], ""candidate_separation"": 125, ""margin_confidence"": 0.08680297158239346, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 1499, ""local_peak"": 1016.2892148908631, ""observable_selection_score"": 4.693402850626144, ""off_candidate_peak"": 55.41376701965228, ""stability_proxy"": 18.340013133025618}, {""center"": 1062, ""local_peak"": 198.39574520164334, ""observable_selection_score"": 4.286001536358431, ""off_candidate_peak"": 10.817644663753292, ""stability_proxy"": 18.340013133024243}, {""center"": 1368, ""local_peak"": 156.51081717500253, ""observable_selection_score"": 4.227052187296701, ""off_candidate_peak"": 8.533844334776632, ""stability_proxy"": 18.340013133023803}, {""center"": 1641, ""local_peak"": 139.4130534147189, ""observable_selection_score"": 4.198325766345468, ""off_candidate_peak"": 7.601578712267638, ""stability_proxy"": 18.340013133023525}, {""center"": 1193, ""local_peak"": 103.74933647487329, ""observable_selection_score"": 4.125071201309633, ""off_candidate_peak"": 5.656993575868588, ""stability_proxy"": 18.340013133022698}]}",PASS,,PASS,1.6201669932343066,970374,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,11.889654716730522,True,True,1,1,2,451,-8.68584620963044e-05
NoiseProductJamming,0.0,6002,3500,Identity,IDENTITY_BASELINE,3500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,3500,0.0,True,True,1,1,4,4,-8.678947198979587e-15
NoiseProductJamming,0.0,6002,3500,adapt_filter_oracle,ORACLE_UPPER_BOUND,3500,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,23.66324997274205,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,3500,11.774778308825415,True,True,1,0,4,97,-0.17300056998018995
NoiseProductJamming,0.0,6002,3500,adapt_filter_fair,FAIR_PROTOTYPE_A,3500,3499,1,0.9023920837224697,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.8047841674449404, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 3499, ""matched_response"": 1016.2993777830119, ""normalized_peak"": 0.999999999999999, ""relative_score"": 182.29536744241707}, {""center"": 3062, ""matched_response"": 198.3977291590953, ""normalized_peak"": 0.19521583255505506, ""relative_score"": 35.58694192620116}, {""center"": 3368, ""matched_response"": 156.5123822831742, ""normalized_peak"": 0.1540022415684197, ""relative_score"": 28.073895213670976}, {""center"": 3641, ""matched_response"": 139.41444754525304, ""normalized_peak"": 0.1371785229755587, ""relative_score"": 25.00700925103755}, {""center"": 3193, ""matched_response"": 103.75037396823802, ""normalized_peak"": 0.10208642870033269, ""relative_score"": 18.60988303081128}]}",PASS,,PASS,0.5330000421963632,402382,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,11.777533296242286,True,True,1,1,4,95,-8.685846209823309e-05
NoiseProductJamming,0.0,6002,3500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,3500,3499,1,0.5434014857911962,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.693402850626144, 4.286001536358431, 4.2270521872967, 4.198325766345468, 4.125071201309632], ""candidate_separation"": 125, ""margin_confidence"": 0.08680297158239346, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 3499, ""local_peak"": 1016.2892148908629, ""observable_selection_score"": 4.693402850626144, ""off_candidate_peak"": 55.41376701965229, ""stability_proxy"": 18.34001313302561}, {""center"": 3062, ""local_peak"": 198.39574520164336, ""observable_selection_score"": 4.286001536358431, ""off_candidate_peak"": 10.817644663753287, ""stability_proxy"": 18.340013133024254}, {""center"": 3368, ""local_peak"": 156.51081717500244, ""observable_selection_score"": 4.2270521872967, ""off_candidate_peak"": 8.53384433477663, ""stability_proxy"": 18.340013133023795}, {""center"": 3641, ""local_peak"": 139.4130534147189, ""observable_selection_score"": 4.198325766345468, ""off_candidate_peak"": 7.601578712267636, ""stability_proxy"": 18.340013133023533}, {""center"": 3193, ""local_peak"": 103.74933647487329, ""observable_selection_score"": 4.125071201309632, ""off_candidate_peak"": 5.656993575868589, ""stability_proxy"": 18.340013133022694}]}",PASS,,PASS,1.6506670508533716,970604,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,11.777533296242286,True,True,1,1,4,95,-8.685846209823309e-05
NoiseProductJamming,0.0,6003,500,Identity,IDENTITY_BASELINE,500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,500,0.0,True,True,0,0,83,83,-7.7146197324263e-15
NoiseProductJamming,0.0,6003,500,adapt_filter_oracle,ORACLE_UPPER_BOUND,500,500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,23.68895901599899,400257328,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,11.850408997728657,True,True,0,0,83,616,-8.68584620934114e-05
NoiseProductJamming,0.0,6003,500,adapt_filter_fair,FAIR_PROTOTYPE_A,500,500,0,0.9516198423545839,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.9032396847091687, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9999999999999991, ""topk_candidates"": [{""center"": 500, ""matched_response"": 1075.2466278807317, ""normalized_peak"": 0.9999999999999991, ""relative_score"": 126.32289175646636}, {""center"": 699, ""matched_response"": 104.0412027291352, ""normalized_peak"": 0.09676031529082418, ""relative_score"": 12.223042834804351}, {""center"": 913, ""matched_response"": 84.16971908825951, ""normalized_peak"": 0.0782794541324483, ""relative_score"": 9.888487011128548}, {""center"": 2599, ""matched_response"": 23.898779381422766, ""normalized_peak"": 0.022226323488710946, ""relative_score"": 2.807693456208641}, {""center"": 1506, ""matched_response"": 23.117068303305242, ""normalized_peak"": 0.021499317183507977, ""relative_score"": 2.7158559174102175}]}",PASS,,PASS,0.529541983269155,402382,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,11.850408997728657,True,True,0,0,83,629,-8.68584620934114e-05
NoiseProductJamming,0.0,6003,500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,500,500,0,0.5617867686239206,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.70748489971648, 4.1257643391175876, 4.073337659310008, 3.7658808644451534, 3.757906123627995], ""candidate_separation"": 125, ""margin_confidence"": 0.12357353724784213, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9999999999999991, ""topk_candidates"": [{""center"": 500, ""local_peak"": 1075.2358755219768, ""observable_selection_score"": 4.70748489971648, ""off_candidate_peak"": 58.62786835118109, ""stability_proxy"": 18.34001313302562}, {""center"": 699, ""local_peak"": 104.04016232751194, ""observable_selection_score"": 4.1257643391175876, ""off_candidate_peak"": 5.672851026489216, ""stability_proxy"": 18.340013133022712}, {""center"": 913, ""local_peak"": 84.16887739948551, ""observable_selection_score"": 4.073337659310008, ""off_candidate_peak"": 4.589357531479497, ""stability_proxy"": 18.340013133021948}, {""center"": 2599, ""local_peak"": 23.898540396018817, ""observable_selection_score"": 3.7658808644451534, ""off_candidate_peak"": 1.3030819674269103, ""stability_proxy"": 18.340013133011865}, {""center"": 1506, ""local_peak"": 23.11683713493388, ""observable_selection_score"": 3.757906123627995, ""off_candidate_peak"": 1.2604591374749907, ""stability_proxy"": 18.34001313301139}]}",PASS,,PASS,1.659250003285706,970374,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,11.850408997728657,True,True,0,0,83,629,-8.68584620934114e-05
NoiseProductJamming,0.0,6003,1500,Identity,IDENTITY_BASELINE,1500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,1500,0.0,True,True,0,0,0,0,-7.7146197324263e-15
NoiseProductJamming,0.0,6003,1500,adapt_filter_oracle,ORACLE_UPPER_BOUND,1500,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,23.86370801832527,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,11.928236857732742,True,True,0,0,0,447,-8.68584620934114e-05
NoiseProductJamming,0.0,6003,1500,adapt_filter_fair,FAIR_PROTOTYPE_A,1500,1500,0,0.9030371091255693,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.8060742182511397, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9999999999999991, ""topk_candidates"": [{""center"": 1500, ""matched_response"": 1075.2466278807317, ""normalized_peak"": 0.9999999999999991, ""relative_score"": 104.08965230597899}, {""center"": 1172, ""matched_response"": 208.51804288458854, ""normalized_peak"": 0.19392578174885247, ""relative_score"": 20.185667195403237}, {""center"": 1297, ""matched_response"": 141.5541904023492, ""normalized_peak"": 0.1316481137739969, ""relative_score"": 13.703206389473314}, {""center"": 1009, ""matched_response"": 110.04258972324803, ""normalized_peak"": 0.10234172037362023, ""relative_score"": 10.652714090085865}, {""center"": 1699, ""matched_response"": 104.0412027291352, ""normalized_peak"": 0.09676031529082418, ""relative_score"": 10.0717475756388}]}",PASS,,PASS,0.530624995008111,402382,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,11.928236857732742,True,True,0,0,0,451,-8.68584620934114e-05
NoiseProductJamming,0.0,6003,1500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,1500,1500,0,0.5434527432954628,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.70748489971648, 4.2983786338870935, 4.202106721821209, 4.139654623815577, 4.1257643391175876], ""candidate_separation"": 125, ""margin_confidence"": 0.0869054865909265, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9999999999999991, ""topk_candidates"": [{""center"": 1500, ""local_peak"": 1075.2358755219768, ""observable_selection_score"": 4.70748489971648, ""off_candidate_peak"": 58.62786835118106, ""stability_proxy"": 18.340013133025632}, {""center"": 1172, ""local_peak"": 208.51595772501133, ""observable_selection_score"": 4.2983786338870935, ""off_candidate_peak"": 11.369455202271608, ""stability_proxy"": 18.34001313302432}, {""center"": 1297, ""local_peak"": 141.55277487460052, ""observable_selection_score"": 4.202106721821209, ""off_candidate_peak"": 7.718248283023205, ""stability_proxy"": 18.340013133023568}, {""center"": 1009, ""local_peak"": 110.04148930835495, ""observable_selection_score"": 4.139654623815577, ""off_candidate_peak"": 6.000076908897996, ""stability_proxy"": 18.340013133022886}, {""center"": 1699, ""local_peak"": 104.04016232751192, ""observable_selection_score"": 4.1257643391175876, ""off_candidate_peak"": 5.672851026489216, ""stability_proxy"": 18.340013133022712}]}",PASS,,PASS,1.6554589965380728,970558,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,11.928236857732742,True,True,0,0,0,451,-8.68584620934114e-05
NoiseProductJamming,0.0,6003,3500,Identity,IDENTITY_BASELINE,3500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,3500,0.0,True,True,0,0,5,5,-7.7146197324263e-15
NoiseProductJamming,0.0,6003,3500,adapt_filter_oracle,ORACLE_UPPER_BOUND,3500,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,24.927542021032423,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,3500,11.836249327078452,True,True,0,0,5,94,-8.68584620934114e-05
NoiseProductJamming,0.0,6003,3500,adapt_filter_fair,FAIR_PROTOTYPE_A,3500,3500,0,0.9030371091255708,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.8060742182511424, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9999999999999991, ""topk_candidates"": [{""center"": 3500, ""matched_response"": 1075.2466278807317, ""normalized_peak"": 0.9999999999999991, ""relative_score"": 167.0993106418085}, {""center"": 3172, ""matched_response"": 208.51804288458857, ""normalized_peak"": 0.1939257817488525, ""relative_score"": 32.40486444590709}, {""center"": 3297, ""matched_response"": 141.5541904023492, ""normalized_peak"": 0.1316481137739969, ""relative_score"": 21.998309058929276}, {""center"": 3009, ""matched_response"": 110.04258972324801, ""normalized_peak"": 0.10234172037362023, ""relative_score"": 17.101230924328682}, {""center"": 3699, ""matched_response"": 104.04120272913518, ""normalized_peak"": 0.09676031529082417, ""relative_score"": 16.168581982580772}]}",PASS,,PASS,0.6077910074964166,402382,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,11.836249327078452,True,True,0,0,5,95,-8.68584620934114e-05
NoiseProductJamming,0.0,6003,3500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,3500,3500,0,0.5434527432954628,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.70748489971648, 4.2983786338870935, 4.202106721821208, 4.139654623815577, 4.125764339117587], ""candidate_separation"": 125, ""margin_confidence"": 0.0869054865909265, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9999999999999991, ""topk_candidates"": [{""center"": 3500, ""local_peak"": 1075.2358755219768, ""observable_selection_score"": 4.70748489971648, ""off_candidate_peak"": 58.627868351181085, ""stability_proxy"": 18.340013133025625}, {""center"": 3172, ""local_peak"": 208.51595772501136, ""observable_selection_score"": 4.2983786338870935, ""off_candidate_peak"": 11.36945520227161, ""stability_proxy"": 18.34001313302432}, {""center"": 3297, ""local_peak"": 141.55277487460054, ""observable_selection_score"": 4.202106721821208, ""off_candidate_peak"": 7.71824828302321, ""stability_proxy"": 18.340013133023557}, {""center"": 3009, ""local_peak"": 110.04148930835495, ""observable_selection_score"": 4.139654623815577, ""off_candidate_peak"": 6.000076908897996, ""stability_proxy"": 18.340013133022886}, {""center"": 3699, ""local_peak"": 104.04016232751192, ""observable_selection_score"": 4.125764339117587, ""off_candidate_peak"": 5.672851026489217, ""stability_proxy"": 18.34001313302271}]}",PASS,,PASS,1.7069170135073364,970834,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,11.836249327078452,True,True,0,0,5,95,-8.68584620934114e-05
NoiseProductJamming,0.0,6004,500,Identity,IDENTITY_BASELINE,500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,500,0.0,True,True,1,1,83,83,-9.643274665532877e-15
NoiseProductJamming,0.0,6004,500,adapt_filter_oracle,ORACLE_UPPER_BOUND,500,500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,25.854458974208683,400257328,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,13.7063211591927,True,True,1,0,83,627,-0.0036978690915106804
NoiseProductJamming,0.0,6004,500,adapt_filter_fair,FAIR_PROTOTYPE_A,500,500,0,0.9070924825462361,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.8146006116497961, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9995843534426762, ""topk_candidates"": [{""center"": 500, ""matched_response"": 888.0167004019252, ""normalized_peak"": 0.9995843534426762, ""relative_score"": 109.56313037361528}, {""center"": 663, ""matched_response"": 164.6377530992766, ""normalized_peak"": 0.18532232773269877, ""relative_score"": 20.312937357001108}, {""center"": 801, ""matched_response"": 72.21270185058897, ""normalized_peak"": 0.08128528084775784, ""relative_score"": 8.909573056346922}, {""center"": 2435, ""matched_response"": 24.756013242889587, ""normalized_peak"": 0.02786628165890569, ""relative_score"": 3.0543865956958056}, {""center"": 1079, ""matched_response"": 22.11553183131448, ""normalized_peak"": 0.024894058384982917, ""relative_score"": 2.728605099678252}]}",PASS,,PASS,0.6611249991692603,402382,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,13.7063211591927,True,True,1,0,83,626,-0.0036978690915106804
NoiseProductJamming,0.0,6004,500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,500,500,0,0.5448677975079468,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.65970517432054, 4.239626967490308, 4.035518401200713, 3.774343200045245, 3.7473023603933764], ""candidate_separation"": 125, ""margin_confidence"": 0.0901512415732174, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9995843534426762, ""topk_candidates"": [{""center"": 500, ""local_peak"": 888.0078203237221, ""observable_selection_score"": 4.65970517432054, ""off_candidate_peak"": 48.41914855146064, ""stability_proxy"": 18.34001313302556}, {""center"": 663, ""local_peak"": 164.63610673820918, ""observable_selection_score"": 4.239626967490308, ""off_candidate_peak"": 8.976880525878103, ""stability_proxy"": 18.34001313302389}, {""center"": 801, ""local_peak"": 72.21197973079167, ""observable_selection_score"": 4.035518401200713, ""off_candidate_peak"": 3.9374006554420227, ""stability_proxy"": 18.340013133021287}, {""center"": 2435, ""local_peak"": 24.75576568523273, ""observable_selection_score"": 3.774343200045245, ""off_candidate_peak"": 1.3498226803694906, ""stability_proxy"": 18.34001313301235}, {""center"": 1079, ""local_peak"": 22.115310678207695, ""observable_selection_score"": 3.7473023603933764, ""off_candidate_peak"": 1.2058503185247649, ""stability_proxy"": 18.340013133010725}]}",PASS,,PASS,1.8077080021612346,970880,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,13.7063211591927,True,True,1,0,83,626,-0.0036978690915106804
NoiseProductJamming,0.0,6004,1500,Identity,IDENTITY_BASELINE,1500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,1500,0.0,True,True,1,1,0,0,-9.643274665532877e-15
NoiseProductJamming,0.0,6004,1500,adapt_filter_oracle,ORACLE_UPPER_BOUND,1500,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,25.379750004503876,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,13.884649703797194,True,True,1,0,0,459,-0.00422536915120851
NoiseProductJamming,0.0,6004,1500,adapt_filter_fair,FAIR_PROTOTYPE_A,1500,1499,1,0.8910841322132774,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.7821682644265561, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9999999999999989, ""topk_candidates"": [{""center"": 1499, ""matched_response"": 888.4399088948707, ""normalized_peak"": 0.9999999999999989, ""relative_score"": 91.2893716444846}, {""center"": 1349, ""matched_response"": 193.5304073072745, ""normalized_peak"": 0.21783173557343513, ""relative_score"": 19.88572226472644}, {""center"": 1663, ""matched_response"": 164.63775309927658, ""normalized_peak"": 0.18531107332185143, ""relative_score"": 16.91693144231685}, {""center"": 1135, ""matched_response"": 125.74326533153057, ""normalized_peak"": 0.14153266199842635, ""relative_score"": 12.92042778100758}, {""center"": 999, ""matched_response"": 118.9908119998652, ""normalized_peak"": 0.13393231304509676, ""relative_score"": 12.226596700779305}]}",PASS,,PASS,0.592875003349036,402382,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,13.887404691214059,True,True,1,1,0,440,-8.685846209823309e-05
