jammer,algorithm,jsr_db,seed,jammer_contract_status,jammer_comparable,requested_jsr_db,measured_jsr_db,jsr_error_db,jsr_status,legacy_components_available,interface_status,oracle_input_status,forbidden_keys_present,delta_sinr_db,pd_identity,pd_algorithm,peak_error_identity,peak_error_algorithm,false_peak_identity,false_peak_algorithm,target_only_response_change_db,target_preservation_status,runtime_ms,memory_usage_bytes,max_false_peak_db_after
AMNoiseGaiJam,Current_WLN,30.0,2016,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.4748171697279133,0.0,0.0,386,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.0737500162795186,839298,-inf
AMNoiseGaiJam,Current_WLN,30.0,2017,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.3170524315089036,0.0,0.0,0,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.051917021162808,839354,-inf
AMNoiseGaiJam,Current_WLN,30.0,2018,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.7152191355996163,0.0,0.0,479,0,0,0,1.7542552869168084,TARGET_PRESERVED,2.0766250090673566,839451,-inf
AMNoiseGaiJam,Current_WLN,30.0,2019,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.317017980184069,0.0,0.0,454,1,1,1,1.7542552869168084,TARGET_PRESERVED,2.034875040408224,839218,-33.004260047974704
AMNoiseGaiJam,Current_WLN,30.0,2020,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.238197303948784,0.0,0.0,172,0,0,0,1.7542552869168084,TARGET_PRESERVED,2.0435830228962004,839470,-inf
AMNoiseGaiJam,Current_WLN,30.0,2021,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.8524697879122236,0.0,0.0,196,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.091416041366756,839213,-inf
AMNoiseGaiJam,Current_WLN,30.0,2022,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.4618032425057361,0.0,0.0,0,1,1,1,1.7542552869168084,TARGET_PRESERVED,2.0300420001149178,839262,-38.79121800094465
AMNoiseGaiJam,Current_WLN,30.0,2023,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.4445922056753986,0.0,0.0,379,379,0,0,1.7542552869168084,TARGET_PRESERVED,2.053749980404973,839509,-inf
AMNoiseGaiJam,Current_WLN,30.0,2024,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.3513350364425563,0.0,0.0,407,1,1,1,1.7542552869168084,TARGET_PRESERVED,2.0326669909991324,839410,-39.008342555999164
AMNoiseGaiJam,Current_WLN,30.0,2025,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.6577323799793966,0.0,0.0,320,1,1,1,1.7542552869168084,TARGET_PRESERVED,2.0633749663829803,839237,-35.63422237958156
AMNoiseGaiJam,Current_WLN,30.0,2026,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.4486936098444954,0.0,0.0,432,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.1212499705143273,839368,-inf
AMNoiseGaiJam,Current_WLN,30.0,2027,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.6093256040665231,0.0,0.0,439,1,2,2,1.7542552869168084,TARGET_PRESERVED,2.0292919944040477,839306,-34.759485599154225
AMNoiseGaiJam,Current_WLN,30.0,2028,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.1657135471344127,0.0,0.0,492,0,2,2,1.7542552869168084,TARGET_PRESERVED,2.110707981046289,839334,-35.45914093618923
AMNoiseGaiJam,Current_WLN,30.0,2029,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.200941467394614,0.0,0.0,494,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.1350409951992333,839438,-inf
AMNoiseGaiJam,Identity,10.0,2000,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,PASS,,0.0,1.0,1.0,0,0,0,0,0.0,TARGET_PRESERVED,0.0,0,-inf
AMNoiseGaiJam,Identity,10.0,2001,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,PASS,,0.0,1.0,1.0,0,0,0,0,0.0,TARGET_PRESERVED,0.0,0,-inf
AMNoiseGaiJam,Identity,10.0,2002,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,PASS,,0.0,1.0,1.0,0,0,0,0,0.0,TARGET_PRESERVED,0.0,0,-inf
AMNoiseGaiJam,Identity,10.0,2003,UNIFIED_JSR_PASS,True,10.0,10.0,0.0,unified/pass,True,PASS,PASS,,0.0,1.0,1.0,0,0,2,2,0.0,TARGET_PRESERVED,0.0,0,-29.68125613977016
